IdCliente;Sexo;Jubilado;Pareja;Dependientes;Antigüedad;Teléfono;MultiplesLíneas;Internet;SeguridadOnline;BackupOnline;SeguroDispositivo;SoporteTécnico;Televisión;Cine;Contrato;FacturaElectrónica;MétodoPago;CargoMensual;TotalFacturado;Baja
9099-FTUHS;Mujer;0;No;No;23;Sí;Sí;DSL;Sí;No;No;No;No;No;Mes a mes;No;Cheque electrónico;54.4;1249.25;No
0581-BXBUB;Mujer;1;No;No;4;Sí;No;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;No;Cheque electrónico;72.75;317.75;No
4962-CHQPW;Hombre;0;No;Sí;29;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;19.85;535.05;No
9467-ROOLM;Mujer;0;No;No;25;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19.05;461.3;No
3030-YZADT;Hombre;0;No;No;9;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;44.95;431;Sí
7410-KTVFV;Hombre;0;Sí;No;18;Sí;No;DSL;No;No;Sí;No;No;No;Mes a mes;Sí;Cheque por correo;49.55;878.35;Sí
5150-ITWWB;Hombre;1;No;No;3;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;94.85;335.75;No
2253-KPMNB;Mujer;0;Sí;Sí;69;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;No;No;Dos años;No;Transferencia bancaria (automática);46.25;3121.4;No
1345-ZUKID;Hombre;0;No;No;14;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;19.35;324.8;No
6429-SHBCB;Hombre;0;No;No;19;Sí;Sí;DSL;No;No;No;No;Sí;Sí;Mes a mes;No;Cheque por correo;69.6;1394.55;No
9281-OFDMF;Hombre;1;No;No;39;Sí;Sí;Fibra óptica;No;Sí;No;No;No;Sí;Mes a mes;No;Cheque electrónico;90.7;3413.25;No
2603-HVKCG;Hombre;0;No;No;31;Sí;No;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;101.4;3143.65;No
1834-WULEG;Hombre;0;Sí;Sí;24;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.25;439.75;No
9097-ZUBYC;Hombre;0;Sí;No;14;Sí;No;DSL;No;No;No;Sí;No;No;Mes a mes;No;Transferencia bancaria (automática);48.8;664.4;No
5148-ORICT;Mujer;0;Sí;No;64;Sí;No;DSL;Sí;Sí;Sí;Sí;No;Sí;Dos años;Sí;Cheque por correo;74.35;4759.55;No
4893-GYUJU;Mujer;0;No;No;50;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Cheque por correo;19.35;1033;No
4578-PHJYZ;Hombre;0;Sí;Sí;52;Sí;No;DSL;No;Sí;Sí;Sí;Sí;No;Un año;Sí;Cheque electrónico;68.75;3482.85;No
7272-QDCKA;Hombre;0;No;No;28;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;Sí;Un año;No;Cheque electrónico;100.2;2688.45;No
8908-SLFCJ;Mujer;0;No;No;21;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Tarjeta crédito (automática);20.85;435.25;No
8393-DLHGA;Hombre;0;No;Sí;25;Sí;No;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;95.9;2448.75;Sí
9766-HGEDE;Mujer;0;Sí;No;17;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;19.35;307;No
6968-MHOMU;Hombre;0;Sí;No;58;No;Sin servicio de telefonía;DSL;No;No;No;No;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);45;2689.35;No
7395-IGJOS;Hombre;1;Sí;No;17;Sí;No;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;No;Transferencia bancaria (automática);81.5;1329.2;Sí
5044-XDPYX;Mujer;0;Sí;No;51;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;25.5;1281.25;No
1814-WFGVS;Hombre;0;Sí;Sí;72;No;Sin servicio de telefonía;DSL;Sí;No;Sí;Sí;Sí;No;Dos años;No;Cheque por correo;48.9;3527;No
2834-SPCJV;Hombre;0;Sí;No;52;Sí;No;Fibra óptica;Sí;No;No;No;Sí;No;Mes a mes;No;Cheque electrónico;84.1;4348.65;Sí
3721-WKIIL;Mujer;0;No;No;27;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Cheque por correo;19.6;561.15;No
6734-CKRSM;Mujer;0;No;No;3;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20;63.6;No
1265-ZFOSD;Mujer;0;Sí;No;64;Sí;Sí;DSL;Sí;Sí;Sí;Sí;No;Sí;Dos años;Sí;Cheque por correo;81.3;5129.3;No
6568-POCUI;Mujer;0;Sí;No;45;Sí;No;Fibra óptica;No;No;No;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);95.2;4285.8;No
7890-VYYWG;Hombre;1;Sí;No;3;No;Sin servicio de telefonía;DSL;No;No;No;No;Sí;No;Mes a mes;Sí;Cheque por correo;36.45;93.7;Sí
5197-LQXXH;Mujer;0;Sí;No;71;Sí;Sí;DSL;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);83.3;5894.5;No
9907-SWKKF;Mujer;1;No;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;25.05;25.05;Sí
3457-PQBYH;Mujer;0;Sí;Sí;58;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);20.3;1160.75;No
7682-AZNDK;Hombre;0;Sí;Sí;34;Sí;No;Fibra óptica;No;Sí;Sí;No;Sí;No;Mes a mes;Sí;Cheque electrónico;89.85;3091.75;No
0587-DMGBH;Mujer;0;No;No;8;Sí;No;DSL;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;49.85;365.55;Sí
5384-ZTTWP;Mujer;0;Sí;Sí;15;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19.8;272.95;No
3745-HRPHI;Hombre;0;Sí;Sí;66;No;Sin servicio de telefonía;DSL;No;No;Sí;Sí;Sí;Sí;Dos años;No;Transferencia bancaria (automática);54.65;3632;No
7636-OWBPG;Hombre;1;No;No;12;No;Sin servicio de telefonía;DSL;No;Sí;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);29.35;381.2;No
1231-YNDEK;Hombre;0;No;No;58;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Transferencia bancaria (automática);19.15;1035.5;No
1407-DIGZV;Mujer;0;Sí;Sí;3;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.1;52;No
6397-JNZZG;Mujer;1;Sí;No;43;No;Sin servicio de telefonía;DSL;No;Sí;Sí;No;Sí;Sí;Mes a mes;No;Tarjeta crédito (automática);55.55;2342.2;Sí
0570-BFQHT;Mujer;0;No;No;9;Sí;No;Fibra óptica;No;Sí;Sí;No;No;No;Mes a mes;No;Cheque electrónico;80.55;653.9;No
4393-OBCRR;Mujer;0;No;No;3;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.25;71.2;No
3523-QRQLL;Mujer;0;Sí;Sí;22;Sí;No;DSL;No;Sí;No;No;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);69.5;1498.2;Sí
8564-LDKFL;Hombre;0;Sí;No;40;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);106;4178.65;No
3696-DFHHB;Mujer;0;No;No;68;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);25.5;1821.8;No
0895-DQHEW;Hombre;0;Sí;No;54;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;104.3;5278.15;Sí
4717-GHADL;Mujer;0;No;No;50;Sí;Sí;DSL;No;Sí;No;Sí;Sí;Sí;Dos años;Sí;Cheque por correo;79.6;4024.2;No
5501-TVMGM;Hombre;0;No;No;1;Sí;No;DSL;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;55.25;55.25;No
5879-HMFFH;Mujer;0;Sí;No;72;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Transferencia bancaria (automática);88.05;6520.8;No
6772-WFQRD;Hombre;0;No;Sí;40;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Transferencia bancaria (automática);20.4;854.9;No
3810-DVDQQ;Mujer;0;Sí;Sí;72;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);117.6;8308.9;No
6972-SNKKW;Mujer;0;No;No;6;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20;109.2;No
3694-GLTJM;Mujer;0;No;No;5;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Tarjeta crédito (automática);19.65;92.05;No
8550-XSXUQ;Hombre;0;Sí;No;48;Sí;Sí;DSL;No;Sí;Sí;No;No;Sí;Un año;Sí;Tarjeta crédito (automática);70.55;3420.5;No
8149-RSOUN;Mujer;0;No;No;1;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;93.85;93.85;Sí
9055-MOJJJ;Mujer;0;Sí;Sí;64;Sí;No;DSL;Sí;No;No;Sí;Sí;No;Un año;No;Cheque por correo;65.8;4068;No
4359-INNWN;Mujer;0;No;No;17;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);20.05;337.9;No
0585-EGDDA;Hombre;0;Sí;No;40;Sí;No;Fibra óptica;No;Sí;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;80;3168.75;No
4032-RMHCI;Mujer;0;Sí;Sí;41;No;Sin servicio de telefonía;DSL;Sí;No;Sí;No;No;No;Un año;No;Tarjeta crédito (automática);35.4;1412.4;No
0549-CYCQN;Hombre;1;No;No;51;Sí;Sí;Fibra óptica;No;Sí;No;No;No;No;Un año;Sí;Transferencia bancaria (automática);79.6;3974.7;No
3481-JHUZH;Hombre;0;Sí;No;41;Sí;Sí;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;80.25;3439;No
7250-EQKIY;Mujer;0;Sí;Sí;1;Sí;No;DSL;No;No;Sí;No;No;No;Mes a mes;No;Cheque por correo;50.45;50.45;Sí
3594-IVHJZ;Mujer;0;No;No;2;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;20.45;42.45;No
6869-FGJJC;Hombre;0;No;No;68;Sí;No;Fibra óptica;No;Sí;Sí;No;No;No;Un año;No;Tarjeta crédito (automática);79.6;5461.45;No
3896-ZVNET;Mujer;0;Sí;Sí;24;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;24.7;571.75;No
8205-VSLRB;Hombre;0;Sí;No;70;Sí;Sí;DSL;Sí;No;Sí;Sí;No;Sí;Dos años;No;Tarjeta crédito (automática);77.3;5498.2;No
5960-MVTUK;Hombre;0;No;No;3;No;Sin servicio de telefonía;DSL;No;No;No;Sí;No;No;Mes a mes;Sí;Cheque electrónico;29.75;96.85;No
6817-WTYHE;Hombre;0;No;No;2;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);44.9;111.05;No
3082-VQXNH;Hombre;0;Sí;No;3;No;Sin servicio de telefonía;DSL;No;Sí;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);29.8;94.4;No
4013-UBXWQ;Mujer;0;No;No;7;Sí;Sí;DSL;No;No;No;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;74.65;521.1;Sí
4931-TRZWN;Mujer;0;No;No;13;Sí;No;DSL;Sí;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;71.95;923.85;No
0750-EKNGL;Hombre;0;No;No;7;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.75;141.1;No
7669-LCRSD;Hombre;0;Sí;Sí;12;Sí;No;DSL;No;No;No;No;Sí;No;Mes a mes;Sí;Cheque por correo;56.3;628.65;No
3567-PQTSO;Hombre;0;Sí;Sí;53;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;105.25;5576.3;No
5519-NPHVG;Mujer;0;No;No;12;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;94.2;1046.1;Sí
8043-PNYSD;Hombre;0;Sí;Sí;63;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.55;1245.6;No
9938-EKRGF;Mujer;0;No;No;15;Sí;No;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Mes a mes;No;Cheque por correo;84.45;1287.85;No
2703-AMTUL;Hombre;0;Sí;Sí;36;Sí;No;DSL;Sí;Sí;No;No;No;No;Un año;No;Cheque por correo;53.65;1939.35;No
0928-JMXNP;Hombre;1;Sí;No;4;No;Sin servicio de telefonía;DSL;No;No;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;29.9;118.25;No
8173-RXAYP;Mujer;0;Sí;Sí;24;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.7;452.55;No
4825-XJGDM;Mujer;0;No;No;61;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;No;No;Un año;No;Tarjeta crédito (automática);43.7;2696.55;No
5402-HTOTQ;Hombre;0;No;No;16;Sí;Sí;DSL;No;Sí;No;No;No;No;Mes a mes;No;Cheque electrónico;55.3;875.35;No
6734-JDTTV;Hombre;0;Sí;Sí;65;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Tarjeta crédito (automática);19.85;1267.05;No
7850-THJMU;Mujer;0;Sí;Sí;26;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);19.65;494.9;No
3890-RTCMS;Hombre;0;No;No;16;Sí;No;DSL;No;No;No;Sí;No;No;Mes a mes;Sí;Cheque por correo;49.45;799;No
8849-GYOKR;Mujer;0;Sí;No;54;Sí;Sí;Fibra óptica;Sí;Sí;No;No;Sí;Sí;Un año;No;Transferencia bancaria (automática);106.55;5763.3;Sí
3148-BLQJT;Hombre;0;No;No;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.1;20.1;Sí
3717-FDJFU;Hombre;0;No;Sí;5;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;20.45;106.9;No
3665-JATSN;Mujer;0;No;No;19;No;Sin servicio de telefonía;DSL;No;Sí;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;39.7;710.05;No
7966-YOTQW;Hombre;0;No;No;10;Sí;Sí;DSL;Sí;No;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);54.5;568.2;No
0461-CVKMU;Mujer;0;Sí;Sí;23;Sí;No;Fibra óptica;No;Sí;Sí;Sí;No;No;Mes a mes;No;Cheque electrónico;83.8;1900.25;Sí
8806-EAGWC;Hombre;0;No;No;3;Sí;No;DSL;No;No;No;No;Sí;No;Mes a mes;No;Cheque por correo;55.15;159.15;Sí
8853-TZDGH;Mujer;0;No;No;72;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);111.6;8012.75;No
7779-LGOVN;Hombre;1;Sí;No;10;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;86.65;856.65;Sí
4324-BZCKL;Mujer;0;Sí;Sí;10;Sí;No;DSL;No;Sí;Sí;No;No;No;Mes a mes;Sí;Cheque por correo;55.55;551.3;No
6924-TDGMT;Hombre;0;Sí;No;11;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Cheque por correo;20.55;184.95;No
9710-ZUSHQ;Mujer;1;No;No;37;Sí;Sí;Fibra óptica;Sí;Sí;No;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);106.75;4056.75;Sí
1536-YHDOE;Hombre;0;Sí;Sí;17;Sí;Sí;DSL;Sí;No;No;Sí;No;No;Un año;Sí;Cheque por correo;62.1;1096.65;No
8123-QBNAZ;Mujer;0;Sí;Sí;36;Sí;Sí;Fibra óptica;Sí;No;Sí;No;Sí;Sí;Mes a mes;Sí;Tarjeta crédito (automática);104.5;3684.95;No
3629-ZNKXA;Hombre;1;No;No;17;Sí;No;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;101.8;1752.45;No
4827-LTQRJ;Mujer;1;Sí;Sí;66;Sí;Sí;Fibra óptica;Sí;Sí;No;Sí;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);110.6;7210.85;No
7711-YIJWC;Hombre;0;Sí;Sí;61;Sí;No;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Un año;No;Transferencia bancaria (automática);84.9;5264.5;No
5482-VXSXJ;Hombre;0;No;No;22;Sí;No;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque por correo;93.2;2157.3;No
7365-BVCJH;Hombre;0;No;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;24.4;24.4;No
9620-ENEJV;Mujer;0;No;No;6;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);70.55;433.95;No
4183-WCSEP;Hombre;0;No;No;31;Sí;No;Fibra óptica;No;Sí;No;Sí;No;No;Mes a mes;Sí;Cheque electrónico;78.45;2435.15;Sí
2378-YIZKA;Mujer;0;Sí;Sí;68;Sí;No;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);85;5607.75;No
5498-TXHLF;Mujer;0;Sí;Sí;34;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;No;Mes a mes;No;Cheque electrónico;87.45;2874.15;Sí
0689-DSXGL;Mujer;0;Sí;Sí;52;Sí;No;Fibra óptica;No;Sí;Sí;Sí;No;No;Mes a mes;No;Transferencia bancaria (automática);85.8;4433.3;No
6818-DJXAA;Mujer;0;No;Sí;10;Sí;No;Fibra óptica;No;No;Sí;Sí;Sí;No;Mes a mes;Sí;Cheque electrónico;91.1;964.35;No
9722-UJOJR;Hombre;0;Sí;Sí;29;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;70.75;1974.8;Sí
0464-WJTKO;Mujer;0;Sí;Sí;72;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);20.1;1460.85;No
8902-ZEOVF;Hombre;0;Sí;Sí;47;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.05;951.55;No
6778-EICRF;Hombre;0;Sí;Sí;24;Sí;Sí;DSL;Sí;No;No;No;Sí;Sí;Un año;No;Cheque por correo;74.8;1821.2;No
2662-NNTDK;Hombre;0;No;No;65;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);24.8;1600.95;No
4132-KALRO;Mujer;0;No;No;4;Sí;Sí;Fibra óptica;No;No;No;Sí;Sí;Sí;Mes a mes;Sí;Cheque por correo;100.85;399.25;No
3902-FOIGH;Hombre;1;Sí;No;12;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;101.35;1218.55;Sí
6772-KSATR;Hombre;0;No;No;1;Sí;Sí;Fibra óptica;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;81.7;81.7;Sí
7112-OPOTK;Hombre;0;No;No;33;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;68.25;2171.15;Sí
2874-YXVVA;Mujer;0;No;No;34;Sí;No;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;105.1;3634.8;No
1245-HARPS;Mujer;0;Sí;No;14;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;20.4;292.4;No
4210-QFJMF;Mujer;0;No;No;4;Sí;No;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;79.15;317.25;Sí
4323-ELYYB;Hombre;0;Sí;Sí;13;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20;218.55;No
4293-ETKAP;Mujer;0;Sí;Sí;65;Sí;Sí;DSL;No;Sí;No;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);79.4;5071.9;No
6064-PUPMC;Hombre;0;Sí;Sí;23;Sí;No;DSL;Sí;No;No;Sí;No;No;Un año;No;Tarjeta crédito (automática);57.2;1423.35;No
6504-VBLFL;Hombre;0;Sí;No;55;Sí;No;DSL;Sí;Sí;Sí;No;No;No;Dos años;No;Cheque electrónico;58.6;3068.6;No
6322-PJJDJ;Hombre;0;Sí;No;49;Sí;No;Fibra óptica;No;Sí;No;No;Sí;Sí;Dos años;Sí;Cheque electrónico;94.8;4690.65;No
0330-BGYZE;Hombre;0;Sí;No;60;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;No;Transferencia bancaria (automática);102.5;6157.6;No
1085-LDWAM;Mujer;0;Sí;Sí;69;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Tarjeta crédito (automática);20.35;1442.65;No
7586-ZATGZ;Hombre;0;No;No;40;Sí;Sí;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Cheque electrónico;84.9;3369.05;No
7197-VOJMM;Hombre;0;Sí;No;67;Sí;No;DSL;Sí;Sí;No;Sí;No;Sí;Dos años;Sí;Tarjeta crédito (automática);69.2;4671.65;No
3318-OSATS;Hombre;1;No;No;35;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;95.45;3474.05;Sí
5828-AVIPD;Hombre;0;Sí;Sí;19;Sí;Sí;Fibra óptica;No;No;No;Sí;Sí;Sí;Un año;Sí;Cheque electrónico;100.95;1875.55;Sí
1843-TLSGD;Mujer;0;Sí;Sí;13;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;20.85;272.35;No
9626-VFRGG;Mujer;0;No;Sí;41;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;No;Mes a mes;Sí;Transferencia bancaria (automática);88.5;3645.05;No
7075-BNDVQ;Mujer;0;No;No;4;No;Sin servicio de telefonía;DSL;Sí;No;Sí;No;No;No;Mes a mes;No;Cheque por correo;35;135.75;No
9143-CANJF;Mujer;0;Sí;Sí;24;Sí;No;DSL;Sí;No;No;Sí;No;No;Mes a mes;No;Cheque electrónico;55.15;1319.85;No
7284-BUYEC;Mujer;0;No;No;5;No;Sin servicio de telefonía;DSL;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Tarjeta crédito (automática);50.95;229.4;No
2041-JIJCI;Mujer;0;No;No;5;Sí;Sí;DSL;No;Sí;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;64;370.25;No
1086-LXKFY;Mujer;0;Sí;Sí;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;69.1;69.1;Sí
4900-MSOMT;Mujer;0;Sí;Sí;72;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;No;Dos años;No;Transferencia bancaria (automática);80.2;5714.2;No
2229-VWQJH;Mujer;0;No;No;24;Sí;No;DSL;No;No;Sí;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);49.3;1233.25;No
9194-GFVOI;Mujer;0;Sí;No;42;Sí;Sí;DSL;Sí;No;Sí;Sí;Sí;Sí;Dos años;No;Tarjeta crédito (automática);84.35;3571.6;No
